price,year,make,model,location,dealerName,isDealer,scrapeLocation,scrapeZip,mileage,highPriced,lowMileage,isLuxury,isRecent
45024,2024,BMW,X3 sDrive30i,"Miami, FL (2 mi.)",Braman Motors Miami,1,"Miami, FL",33101,6710,1,1,1,1
41998,2024,Acura,MDX Technology Package,"Pembroke Pines, FL (19 mi.)",Acura of Pembroke Pines,1,"Miami, FL",33101,34130,1,1,1,1
50934,2024,Ford,F-150 XLT,"Miami, FL (8 mi.)",Braman Honda,1,"Miami, FL",33101,7646,1,1,0,1
47988,2023,Lexus,RX 350 Premium Plus,"North Miami, FL (10 mi.)",Lexus of North Miami,1,"Miami, FL",33101,21446,1,1,1,1
39990,2023,Ford,F-150 XLT,"Miami, FL (14 mi.)",Ford of Kendall,1,"Miami, FL",33101,38636,1,1,0,1
21699,2022,Volkswagen,Tiguan 2.0T SE R-Line Black,"Miami, FL (9 mi.)",Lorenzo Buick GMC,1,"Miami, FL",33101,37304,0,1,0,1
9690,2015,Jeep,Grand Cherokee Limited,"Miami, FL (10 mi.)",Bomnin Chrysler Dodge Jeep Ram,1,"Miami, FL",33101,117000,0,0,0,0
23857,2025,Nissan,Altima S,"Miami Gardens, FL (12 mi.)",Palmetto 57 Nissan,1,"Miami, FL",33101,376,0,1,0,1
38990,2025,Volvo,XC60 B5 Core,"Miami, FL (9 mi.)",Bomnin Volvo Cars Dadeland,1,"Miami, FL",33101,3110,1,1,0,1
23695,2025,Honda,Civic Sport,"Miami, FL (2 mi.)",Brickell Honda,1,"Miami, FL",33101,9722,0,1,0,1
56498,2024,Lexus,RX 350 Luxury,"Pembroke Pines, FL (19 mi.)",Lexus of Pembroke Pines,1,"Miami, FL",33101,17809,1,1,1,1
25849,2022,Kia,Sorento S,"Fort Lauderdale, FL (22 mi.)",Gunther Kia,1,"Miami, FL",33101,24677,0,1,0,1
19990,2018,Chevrolet,Silverado 1500 Custom,"Miami, FL (9 mi.)",Bomnin Chevrolet Dadeland,1,"Miami, FL",33101,92795,0,0,0,0
49995,2024,Chevrolet,Silverado 1500 LT,"Hialeah, FL (12 mi.)",Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,1,"Miami, FL",33101,19890,1,1,0,1
19570,2021,Honda,Accord Sport 1.5T,"Miami, FL (2 mi.)",Brickell Honda,1,"Miami, FL",33101,68887,0,0,0,1
37770,2024,Buick,Envision Avenir,"Miami, FL (9 mi.)",Lorenzo Buick GMC,1,"Miami, FL",33101,1294,1,1,0,1
12990,2016,Chrysler,300 S,"Miami, FL (9 mi.)",Bomnin Chevrolet Dadeland,1,"Miami, FL",33101,75620,0,0,0,0
39034,2024,Toyota,Tacoma SR5,"Ft. Lauderdale, FL (27 mi.)",Lipton Toyota,1,"Miami, FL",33101,467,1,1,0,1
33490,2025,Chevrolet,Silverado 1500 Custom,"Miami, FL (16 mi.)",Bomnin Chevrolet West Kendall,1,"Miami, FL",33101,3140,1,1,0,1
40295,2022,Mercedes-Benz,E-Class E 350,"Miami, FL (11 mi.)",Mercedes-Benz of Miami,1,"Miami, FL",33101,25061,1,1,1,1
60995,2024,BMW,X5 xDrive40i,"Coral Gables, FL (5 mi.)",Mercedes-Benz of Coral Gables,1,"Miami, FL",33101,16430,1,1,1,1
20998,2022,Mazda,CX-5 2.5 S,"Miami, FL (10 mi.)",Ocean Mazda,1,"Miami, FL",33101,16714,0,1,0,1
19595,2022,Kia,Sorento LX,"Miami, FL (9 mi.)",AutoNation Chevrolet Doral,1,"Miami, FL",33101,55761,0,0,0,1
30100,2022,Buick,Enclave FWD Essence,"Miami, FL (1 mi.)",Brickell Buick & GMC,1,"Miami, FL",33101,20031,1,1,0,1
59895,2022,GMC,Yukon Denali,"Miami, FL (11 mi.)",Williamson Cadillac,1,"Miami, FL",33101,18247,1,1,0,1
17679,2018,Honda,Accord EX,"Miami Lakes, FL (12 mi.)",AutoNation Honda Miami Lakes,1,"Miami, FL",33101,87495,0,0,0,0
36990,2022,Volvo,XC90 T6 Momentum,"Miami, FL (9 mi.)",Bomnin Chevrolet Dadeland,1,"Miami, FL",33101,22645,1,1,0,1
27998,2023,Subaru,Forester Sport,"Pembroke Pines, FL (19 mi.)",Lexus of Pembroke Pines,1,"Miami, FL",33101,13841,0,1,0,1
44455,2023,Dodge,Charger Scat Pack,"North Miami Beach, FL (11 mi.)",Aventura Chrysler Jeep Dodge Ram,1,"Miami, FL",33101,20430,1,1,0,1
35926,2023,Toyota,Tacoma SR5,"Davie, FL (23 mi.)",AutoNation Toyota Weston,1,"Miami, FL",33101,11116,1,1,0,1
38512,2022,RAM,1500 Big Horn/Lone Star,"Tamarac, FL (30 mi.)",Arrigo Dodge Chrysler Jeep Ram Sawgrass,1,"Miami, FL",33101,23600,1,1,0,1
43294,2024,GMC,Sierra 1500 Elevation,"Pembroke Pines, FL (18 mi.)",AutoNation Chrysler Dodge Jeep Ram Pembroke Pines,1,"Miami, FL",33101,7419,1,1,0,1
37790,2024,BMW,X3 sDrive30i,"Miami, FL (12 mi.)",North Miami Mitsubishi,1,"Miami, FL",33101,8006,1,1,1,1
53495,2023,GMC,Sierra 1500 Denali,"Miami, FL (11 mi.)",Williamson Buick GMC,1,"Miami, FL",33101,33999,1,1,0,1
24221,2020,Acura,MDX 3.5L,"Davie, FL (23 mi.)",AutoNation Toyota Weston,1,"Miami, FL",33101,65322,0,0,1,1
39992,2021,Ford,F-150 Lariat,"Hialeah, FL (12 mi.)",AutoNation Ford Miami,1,"Miami, FL",33101,66383,1,0,0,1
15591,2018,Honda,Civic LX,"Miami, FL (11 mi.)",Kendall Toyota,1,"Miami, FL",33101,50084,0,0,0,0
52501,2024,GMC,Sierra 1500 AT4,"North Miami Beach, FL (11 mi.)",Aventura Chrysler Jeep Dodge Ram,1,"Miami, FL",33101,26869,1,1,0,1
16990,2018,Audi,Q5 2.0T Premium,"Doral, FL (9 mi.)",Doral Lincoln,1,"Miami, FL",33101,48475,0,1,1,0
20973,2022,Honda,Civic Sport,"Miami Lakes, FL (12 mi.)",AutoNation Honda Miami Lakes,1,"Miami, FL",33101,42770,0,1,0,1
19250,2019,Buick,Envision Essence,"Sunrise, FL (27 mi.)",Ed Morse Sawgrass Auto Mall,1,"Miami, FL",33101,45277,0,1,0,0
28490,2023,Volvo,XC60 B5 Core,"Miami, FL (16 mi.)",Bomnin Chevrolet West Kendall,1,"Miami, FL",33101,26331,0,1,0,1
24456,2023,Honda,Civic Sport,"Miami, FL (8 mi.)",Braman Honda,1,"Miami, FL",33101,43383,0,1,0,1
28988,2025,Toyota,Camry LE,"Hollywood, FL (18 mi.)",Toyota of Hollywood FL,1,"Miami, FL",33101,4343,0,1,0,1
178000,2024,Porsche,911 Carrera S,"Miami, FL (2 mi.)",Brickell Mazda,1,"Miami, FL",33101,3510,1,1,1,1
25450,2022,Dodge,Charger GT,"Sunrise, FL (27 mi.)",Ed Morse Sawgrass Auto Mall,1,"Miami, FL",33101,42178,0,1,0,1
35000,2022,Cadillac,XT5 Premium Luxury,"Pembroke Pines, FL (16 mi.)",Vera Cadillac,1,"Miami, FL",33101,7954,1,1,1,1
17600,2019,RAM,1500 Big Horn,"Davie, FL (20 mi.)",Rob Lambdin's University Dodge RAM,1,"Miami, FL",33101,116015,0,0,0,0
21358,2018,Lexus,RX 350 350,"Hialeah, FL (12 mi.)",Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,1,"Miami, FL",33101,90227,0,0,1,0
23992,2024,Toyota,Camry SE,"Miami, FL (11 mi.)",Kendall Toyota,1,"Miami, FL",33101,25011,0,1,0,1
20990,2022,Honda,Civic Sport,"Doral, FL (9 mi.)",Doral Lincoln,1,"Miami, FL",33101,32025,0,1,0,1
31995,2022,RAM,1500 Big Horn,"Hialeah, FL (12 mi.)",Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,1,"Miami, FL",33101,52998,1,0,0,1
24998,2022,Mitsubishi,Outlander SEL Launch Edition S-AWC,"Pembroke Pines, FL (17 mi.)",AutoNation Nissan Pembroke Pines,1,"Miami, FL",33101,42300,0,1,0,1
46590,2023,Lincoln,Aviator Reserve RWD,"Doral, FL (9 mi.)",Doral Lincoln,1,"Miami, FL",33101,13776,1,1,0,1
23499,2023,Jeep,Grand Cherokee Laredo,"Miami, FL (14 mi.)",Florida Fine Cars Miami,1,"Miami, FL",33101,54494,0,0,0,1
35990,2022,Lexus,RX 350 F SPORT Handling,"Miami, FL (16 mi.)",Bomnin Chevrolet West Kendall,1,"Miami, FL",33101,49435,1,1,1,1
24710,2024,MINI,Hardtop Cooper S,"Miami, FL (2 mi.)",Braman Motors Miami,1,"Miami, FL",33101,25410,0,1,0,1
229900,2021,Porsche,911 Turbo S,"Fort Lauderdale, FL (30 mi.)",Ferrari Maserati Alfa Romeo of Fort Lauderdale,1,"Miami, FL",33101,15889,1,1,1,1
20990,2023,Volkswagen,Tiguan 2.0T SE,"Homestead, FL (27 mi.)",Lorenzo Ford,1,"Miami, FL",33101,27272,0,1,0,1
16490,2019,Jaguar,F-PACE 25t Premium,"Miami, FL (9 mi.)",Bomnin Chevrolet Dadeland,1,"Miami, FL",33101,48494,0,1,1,0
36995,2023,GMC,Sierra 1500 Elevation,"Sunrise, FL (27 mi.)",Ed Morse Sawgrass Auto Mall,1,"Miami, FL",33101,26499,1,1,0,1
34998,2023,Acura,RDX Base,"Pembroke Pines, FL (19 mi.)",Acura of Pembroke Pines,1,"Miami, FL",33101,27724,1,1,1,1
36995,2022,BMW,X3 M40i,"Miami, FL (14 mi.)",Florida Fine Cars Miami,1,"Miami, FL",33101,66224,1,0,1,1
81866,2022,Porsche,Cayenne GTS,"CLEARWATER, FL (17 mi.)",DIMMITT CADILLAC OF CLEARWATER,1,"Tampa, FL",33602,44539,1,1,1,1
96248,2023,Mercedes-Benz,S-Class S 580 4MATIC,"Tampa, FL (4 mi.)",Mercedes-Benz Of Tampa,1,"Tampa, FL",33602,7381,1,1,1,1
42488,2023,Audi,Q7 45 Premium Plus,"Tampa, FL (7 mi.)",Ferman Chevrolet of Tampa,1,"Tampa, FL",33602,26080,1,1,1,1
19869,2023,Nissan,Altima 2.5 SV,"Pinellas Park, FL (16 mi.)",AutoNation Toyota Pinellas Park,1,"Tampa, FL",33602,57206,0,0,0,1
50900,2023,RAM,1500 Longhorn,"Tarpon Springs, FL (23 mi.)",Ferman Volvo Cars of Tarpon Springs,1,"Tampa, FL",33602,23102,1,1,0,1
42244,2024,INFINITI,QX60 Luxe,"Wesley Chapel, FL (21 mi.)",Wesley Chapel Toyota,1,"Tampa, FL",33602,24758,1,1,0,1
22777,2018,FIAT,124 Spider Abarth,"Clearwater, FL (18 mi.)",Lokey Nissan,1,"Tampa, FL",33602,15259,0,1,0,0
40000,2025,Acura,RDX Base,"Clearwater, FL (17 mi.)",Crown Acura,1,"Tampa, FL",33602,2323,1,1,1,1
17275,2022,Nissan,Altima 2.5 SV,"Holiday, FL (25 mi.)",Sun Toyota,1,"Tampa, FL",33602,65462,0,0,0,1
29195,2024,Hyundai,SANTA FE SEL 2.4,"New Port Richey, FL (25 mi.)",Hyundai of New Port Richey,1,"Tampa, FL",33602,6404,0,1,0,1
46891,2024,GMC,Sierra 1500 SLT,"Tampa, FL (7 mi.)",Rivard Buick GMC,1,"Tampa, FL",33602,31699,1,1,0,1
27852,2021,Cadillac,XT5 Sport,"Tampa, FL (8 mi.)",Ed Morse Cadillac of Tampa,1,"Tampa, FL",33602,55833,0,0,1,1
23600,2022,MINI,Hardtop Cooper S,"Palm Harbor, FL (19 mi.)",Ferman Mini of Tampa Bay,1,"Tampa, FL",33602,37519,0,1,0,1
15028,2019,Toyota,Camry LE,"Pinellas Park, FL (16 mi.)",AutoNation Toyota Pinellas Park,1,"Tampa, FL",33602,96961,0,0,0,0
21993,2023,Toyota,Camry SE,"Tampa, FL (7 mi.)",Kia of Brandon,1,"Tampa, FL",33602,30984,0,1,0,1
19998,2023,Toyota,Camry SE,"Holiday, FL (25 mi.)",Sun Toyota,1,"Tampa, FL",33602,103874,0,0,0,1
27694,2023,Toyota,Camry XSE,"Tampa, FL (8 mi.)",Toyota of Tampa Bay on Fletcher,1,"Tampa, FL",33602,18977,0,1,0,1
17548,2019,Toyota,Camry LE,"Tampa, FL (5 mi.)",Gettel Stadium Toyota,1,"Tampa, FL",33602,69287,0,0,0,0
27975,2023,Volkswagen,Atlas 3.6L SE w/Technology,"Tampa, FL (4 mi.)",Kuhn Volkswagen,1,"Tampa, FL",33602,36102,0,1,0,1
16988,2019,Dodge,Challenger SXT,"St. Petersburg, FL (17 mi.)",Crown Hyundai,1,"Tampa, FL",33602,71736,0,0,0,0
28888,2023,Kia,Sorento EX,"Tampa, FL (7 mi.)",Ferman Chevrolet of Tampa,1,"Tampa, FL",33602,29820,0,1,0,1
24782,2023,Kia,Sorento S,"New Port Richey, FL (27 mi.)",Ken Ganley Kia New Port Richey,1,"Tampa, FL",33602,32573,0,1,0,1
24650,2022,BMW,X3 sDrive30i,"Tampa, FL (8 mi.)",Brandon Hyundai,1,"Tampa, FL",33602,67103,0,0,1,1
28989,2023,Subaru,Forester Limited,"Port Richey, FL (30 mi.)",Subaru Port Richey,1,"Tampa, FL",33602,11763,0,1,0,1
33124,2024,Hyundai,PALISADE SEL,"Tampa, FL (7 mi.)",Brandon Honda,1,"Tampa, FL",33602,32346,1,1,0,1
35874,2020,Ford,F-150 Lariat,"Tampa, FL (6 mi.)",Elder Ford of Tampa,1,"Tampa, FL",33602,75768,1,0,0,1
34397,2020,RAM,1500 Big Horn,"Wesley Chapel, FL (21 mi.)",Parks Ford of Wesley Chapel,1,"Tampa, FL",33602,48984,1,1,0,1
43995,2024,RAM,1500 Laramie,"New Port Richey, FL (25 mi.)",Ferman Chrysler Dodge Jeep Ram New Port Richey,1,"Tampa, FL",33602,38913,1,1,0,1
72595,2024,Lincoln,Navigator Black Label,"Tampa, FL (4 mi.)",INFINITI of Tampa,1,"Tampa, FL",33602,48426,1,1,0,1
53900,2023,Dodge,Charger Scat Pack,"New Port Richey, FL (25 mi.)",Ferman Chrysler Dodge Jeep Ram New Port Richey,1,"Tampa, FL",33602,12958,1,1,0,1
57000,2024,Ford,F-150 Lariat,"Wesley Chapel, FL (21 mi.)",Parks Ford of Wesley Chapel,1,"Tampa, FL",33602,9365,1,1,0,1
48183,2023,Chevrolet,Silverado 1500 LTZ,"Port Richey, FL (30 mi.)",Subaru Port Richey,1,"Tampa, FL",33602,17631,1,1,0,1
28894,2024,BMW,X3 sDrive30i,"New Port Richey, FL (27 mi.)",Ken Ganley Kia New Port Richey,1,"Tampa, FL",33602,35582,0,1,1,1
18571,2020,Subaru,Forester Premium,"Tampa, FL (6 mi.)",Elder Ford of Tampa,1,"Tampa, FL",33602,66139,0,0,0,1
26588,2022,Mazda,CX-5 2.5 S Carbon Edition,"Plant City, FL (23 mi.)",Stingray Chevrolet,1,"Tampa, FL",33602,27479,0,1,0,1
33146,2025,Hyundai,PALISADE SE,"Tampa, FL (8 mi.)",Brandon Hyundai,1,"Tampa, FL",33602,3428,1,1,0,1
62471,2022,Lincoln,Navigator Reserve,"Tampa, FL (7 mi.)",Parks Lincoln of Tampa,1,"Tampa, FL",33602,33215,1,1,0,1
20188,2023,Hyundai,SANTA FE SEL 2.4,"Wesley Chapel, FL (21 mi.)",Hyundai of Wesley Chapel,1,"Tampa, FL",33602,48761,0,1,0,1
34998,2023,Volvo,XC60 B5 Plus Bright Theme,"St Petersburg, FL (17 mi.)",Crown Volvo Cars,1,"Tampa, FL",33602,24238,1,1,0,1
22987,2023,Mazda,CX-5 2.5 S Preferred Package,"Tampa, FL (7 mi.)",Ferman Chevrolet of Tampa,1,"Tampa, FL",33602,40372,0,1,0,1
17577,2023,Nissan,Altima 2.5 SV,"Clearwater, FL (18 mi.)",Lokey Nissan,1,"Tampa, FL",33602,55349,0,0,0,1
32988,2022,Kia,Telluride EX,"Palm Harbor, FL (19 mi.)",Ferman BMW,1,"Tampa, FL",33602,22625,1,1,0,1
23290,2016,Chevrolet,Silverado 1500 1LT,"Clearwater, FL (17 mi.)",AutoNation Chevrolet South Clearwater,1,"Tampa, FL",33602,87153,0,0,0,0
36329,2023,Kia,Telluride SX Prestige,"Tampa, FL (7 mi.)",Brandon Honda,1,"Tampa, FL",33602,33095,1,1,0,1
35997,2022,BMW,X5 xDrive45e,"Palm Harbor, FL (19 mi.)",Ferman BMW,1,"Tampa, FL",33602,86270,1,0,1,1
11500,2014,Honda,Accord Sport,"Tampa, FL (5 mi.)",Courtesy Hyundai Tampa,1,"Tampa, FL",33602,113055,0,0,0,0
23643,2015,Toyota,Camry LE,"Wesley Chapel, FL (21 mi.)",Wesley Chapel Toyota,1,"Tampa, FL",33602,86845,0,0,0,0
41588,2024,Ford,F-150 STX,"Holiday, FL (25 mi.)",Sun Toyota,1,"Tampa, FL",33602,2400,1,1,0,1
78368,2025,INFINITI,QX80 Luxe,"Tampa, FL (4 mi.)",INFINITI of Tampa,1,"Tampa, FL",33602,3064,1,1,0,1
33512,2023,Kia,Telluride S,"Clearwater, FL (18 mi.)",Lokey Kia,1,"Tampa, FL",33602,21337,1,1,0,1
28633,2023,RAM,1500 Big Horn/Lone Star,"Tampa, FL (7 mi.)",Brandon Honda,1,"Tampa, FL",33602,50707,0,0,0,1
48991,2023,Lexus,RX 350 Premium Plus,"Clearwater, FL (18 mi.)",Lexus of Clearwater,1,"Tampa, FL",33602,18236,1,1,1,1
23244,2023,Honda,Accord EX 1.5T,"Wesley Chapel, FL (21 mi.)",Wesley Chapel Nissan,1,"Tampa, FL",33602,60754,0,0,0,1
20577,2021,Nissan,Rogue SV,"Clearwater, FL (18 mi.)",Lokey Nissan,1,"Tampa, FL",33602,13287,0,1,0,1
25404,2021,Hyundai,PALISADE Calligraphy,"Tampa, FL (6 mi.)",Elder Ford of Tampa,1,"Tampa, FL",33602,94403,0,0,0,1
28880,2022,Audi,Q5 40 Premium Plus,"Tampa, FL (4 mi.)",Kuhn Volkswagen,1,"Tampa, FL",33602,32039,0,1,1,1
63465,2023,GMC,Sierra 1500 Denali Ultimate,"Tampa, FL (8 mi.)",Toyota of Tampa Bay on Fletcher,1,"Tampa, FL",33602,28879,1,1,0,1
28999,2018,RAM,1500 Express,"New Port Richey, FL (27 mi.)",Julian's Auto Showcase,1,"Tampa, FL",33602,57922,0,0,0,0
15498,2019,Toyota,Camry LE,"Clearwater, FL (17 mi.)",Clearwater Toyota,1,"Tampa, FL",33602,108787,0,0,0,0
33319,2024,Toyota,Tacoma SR5,"Pinellas Park, FL (16 mi.)",AutoNation Toyota Pinellas Park,1,"Tampa, FL",33602,8513,1,1,0,1
37987,2025,Subaru,Outback Wilderness,"Port Richey, FL (30 mi.)",Subaru Port Richey,1,"Tampa, FL",33602,4806,1,1,0,1
21699,2020,Chrysler,Pacifica Touring-L Plus,"Tampa, FL (7 mi.)",Kia of Brandon,1,"Tampa, FL",33602,71130,0,0,0,1
35899,2023,BMW,X3 sDrive30i,"Palm Harbor, FL (19 mi.)",Ferman BMW,1,"Tampa, FL",33602,24725,1,1,1,1
34979,2024,RAM,1500 Laramie,"Holiday, FL (25 mi.)",Sun Toyota,1,"Tampa, FL",33602,34104,1,1,0,1
58793,2023,Lexus,GX 460 Premium,"Clearwater, FL (18 mi.)",Lexus of Clearwater,1,"Tampa, FL",33602,5330,1,1,1,1
49986,2024,Chevrolet,Silverado 1500 LTZ,"Pinellas Park, FL (17 mi.)",Crown Eurocars,1,"Tampa, FL",33602,27465,1,1,0,1
31103,2023,Hyundai,PALISADE Limited,"Clearwater, FL (18 mi.)",Lokey Kia,1,"Tampa, FL",33602,67414,1,0,0,1
22599,2018,Audi,Q7 2.0T Premium Plus,"Clearwater, FL (18 mi.)",AutoNation Lincoln Clearwater,1,"Tampa, FL",33602,38846,0,1,1,0
44706,2015,RAM,2500 Laramie,"New Port Richey, FL (27 mi.)",Jacobs Mitsubishi,1,"Tampa, FL",33602,56837,1,0,0,0
28855,2022,Kia,Telluride SX,"Pinellas Park, FL (16 mi.)",AutoNation Toyota Pinellas Park,1,"Tampa, FL",33602,74268,0,0,0,1
23277,2024,Mitsubishi,Outlander SE,"Clearwater, FL (18 mi.)",Lokey Nissan,1,"Tampa, FL",33602,35919,0,1,0,1
32141,2024,Buick,Enclave Essence,"Tampa, FL (8 mi.)",Ed Morse Cadillac of Tampa,1,"Tampa, FL",33602,33974,1,1,0,1
32893,2024,Subaru,Forester Wilderness,"Tampa, FL (8 mi.)",Subaru of North Tampa,1,"Tampa, FL",33602,10062,1,1,0,1
28400,2022,Polestar,2 Long Range Dual Motor,"Orlando, FL (12 mi.)",Napleton's Volkswagen of Orlando,1,"Orlando, FL",32801,15778,0,1,0,1
73333,2023,Chevrolet,Corvette 3LT,"Orlando, FL (12 mi.)",Napleton's Volkswagen of Orlando,1,"Orlando, FL",32801,21890,1,1,0,1
43500,2024,BMW,X5 xDrive40i,"Orlando, FL (12 mi.)",Napleton's Volkswagen of Orlando,1,"Orlando, FL",32801,45158,1,1,1,1
34395,2024,Hyundai,PALISADE XRT,"Sanford, FL (18 mi.)",Seminole Toyota,1,"Orlando, FL",32801,37642,1,1,0,1
183990,2017,Lamborghini,Huracan LP580-2,"Orlando, FL (6 mi.)",Orlando INFINITI/Aston Martin Orlando/Lotus Orlando/MOKE America Orlando,1,"Orlando, FL",32801,33250,1,1,1,0
40999,2025,Audi,Q5 45 S line Premium,"Sanford, FL (19 mi.)",Audi North Orlando,1,"Orlando, FL",32801,6274,1,1,1,1
20998,2022,Toyota,Camry LE,"Winter Park, FL (6 mi.)",AutoNation Toyota Winter Park,1,"Orlando, FL",32801,79714,0,0,0,1
32571,2023,Chevrolet,Silverado 1500 Custom,"Sanford, FL (18 mi.)",Seminole Chevrolet,1,"Orlando, FL",32801,38580,1,1,0,1
40755,2022,RAM,1500 Limited,"Orlando, FL (9 mi.)",City Kia of Greater Orlando,1,"Orlando, FL",32801,54446,1,0,0,1
8463,2013,Mercedes-Benz,E-Class 4MATIC,"Orlando, FL (7 mi.)",AutoNation Chevrolet Airport,1,"Orlando, FL",32801,144560,0,0,1,0
24937,2024,Toyota,Camry SE,"Orlando, FL (10 mi.)",Central Florida Toyota,1,"Orlando, FL",32801,58683,0,0,0,1
23795,2022,Mazda,CX-5 2.5 S Preferred Package,"Orlando, FL (5 mi.)",Classic Mazda,1,"Orlando, FL",32801,19520,0,1,0,1
79855,2023,Chevrolet,Corvette Stingray w/3LT,"Longwood, FL (14 mi.)",Bill Ray Nissan,1,"Orlando, FL",32801,5892,1,1,0,1
26897,2023,Chrysler,Pacifica Limited,"Orlando, FL (10 mi.)",Coggin Honda of Orlando,1,"Orlando, FL",32801,66846,0,0,0,1
20735,2023,Hyundai,SANTA FE SEL 2.4,"Orlando, FL (8 mi.)","Greenway Dodge, Chrysler, Jeep, RAM",1,"Orlando, FL",32801,58160,0,0,0,1
20987,2023,Nissan,Rogue SV,"Orlando, FL (12 mi.)",Universal Nissan,1,"Orlando, FL",32801,32785,0,1,0,1
27895,2023,Kia,Sorento EX,"Orlando, FL (3 mi.)",Greenway Kia West,1,"Orlando, FL",32801,29298,0,1,0,1
28453,2021,INFINITI,QX80 Luxe,"Sanford, FL (18 mi.)",AutoNation Honda Sanford,1,"Orlando, FL",32801,63609,0,0,0,1
21987,2023,Hyundai,SANTA FE SEL 2.4,"Orlando, FL (12 mi.)",Universal Hyundai,1,"Orlando, FL",32801,39131,0,1,0,1
66999,2024,Mercedes-Benz,E-Class E 450 4MATIC,"Orlando, FL (6 mi.)",Mercedes-Benz of South Orlando,1,"Orlando, FL",32801,5019,1,1,1,1
35998,2023,Dodge,Challenger R/T,"Orlando, FL (6 mi.)",Audi South Orlando,1,"Orlando, FL",32801,4729,1,1,0,1
63500,2024,Ford,F-150 Platinum,"Apopka, FL (12 mi.)",Mullinax Ford of Central Florida,1,"Orlando, FL",32801,25890,1,1,0,1
25399,2023,Toyota,Camry SE,"Sanford, FL (18 mi.)",AutoNation Acura North Orlando,1,"Orlando, FL",32801,19495,0,1,0,1
70549,2025,GMC,Yukon 4WD Elevation,"Orlando, FL (4 mi.)",Orange Buick GMC,1,"Orlando, FL",32801,3880,1,1,0,1
23595,2024,Toyota,Camry LE,"Orlando, FL (5 mi.)",Holler Honda,1,"Orlando, FL",32801,14724,0,1,0,1
22488,2022,Toyota,Camry SE,"Orlando, FL (10 mi.)",Sport Mazda South,1,"Orlando, FL",32801,35488,0,1,0,1
22852,2022,Volkswagen,Tiguan 2.0T SE R-Line Black,"Longwood, FL (14 mi.)",Bill Ray Nissan,1,"Orlando, FL",32801,39845,0,1,0,1
22248,2022,Mazda,CX-5 2.5 S Preferred,"Orlando, FL (10 mi.)",Sport Mazda South,1,"Orlando, FL",32801,47723,0,1,0,1
48998,2024,Acura,MDX Advance Package,"Sanford, FL (18 mi.)",AutoNation Acura North Orlando,1,"Orlando, FL",32801,42290,1,1,1,1
21894,2023,Toyota,Camry SE,"Orlando, FL (7 mi.)",Greenway Kia East,1,"Orlando, FL",32801,52985,0,0,0,1
27495,2024,Kia,Sorento S,"Orlando, FL (5 mi.)",Holler Honda,1,"Orlando, FL",32801,31679,0,1,0,1
34437,2024,Toyota,Tacoma SR5,"Orlando, FL (10 mi.)",Central Florida Toyota,1,"Orlando, FL",32801,25250,1,1,0,1
31594,2023,Dodge,Charger R/T,"Orlando, FL (7 mi.)",Greenway Kia East,1,"Orlando, FL",32801,35907,1,1,0,1
34995,2025,Hyundai,SANTA FE XRT,"Winter Park, FL (5 mi.)",Holler Hyundai,1,"Orlando, FL",32801,3320,1,1,0,1
54900,2023,INFINITI,QX80 SENSORY,"Orlando, FL (6 mi.)",Orlando INFINITI/Aston Martin Orlando/Lotus Orlando/MOKE America Orlando,1,"Orlando, FL",32801,16063,1,1,0,1
22000,2016,Ford,F-150 XL,"Clermont, FL (18 mi.)",Hyundai of Central Florida,1,"Orlando, FL",32801,33490,0,1,0,0
37995,2024,Jaguar,F-PACE P250 R-Dynamic S,"Orlando, FL (5 mi.)",Holler Honda,1,"Orlando, FL",32801,27061,1,1,1,1
12900,2018,Chevrolet,Silverado 1500 WT,"Sanford, FL (18 mi.)",Sanford INFINITI,1,"Orlando, FL",32801,130923,0,0,0,0
36899,2025,Kia,Sorento SX,"Orlando, FL (7 mi.)",Greenway Kia East,1,"Orlando, FL",32801,5565,1,1,0,1
20850,2020,Hyundai,SANTA FE SEL 2.4,"Clermont, FL (18 mi.)",Hyundai of Central Florida,1,"Orlando, FL",32801,19877,0,1,0,1
19999,2019,Alfa,Romeo Giulia Sport,"Orlando, FL (12 mi.)",Napleton's Volkswagen of Orlando,1,"Orlando, FL",32801,18205,0,1,0,0
24846,2020,Jeep,Wrangler Sport,"Orlando, FL (8 mi.)","Greenway Dodge, Chrysler, Jeep, RAM",1,"Orlando, FL",32801,41936,0,1,0,1
19395,2023,Nissan,Rogue SV,"Orlando, FL (5 mi.)",Holler Honda,1,"Orlando, FL",32801,54046,0,0,0,1
18269,2021,Volkswagen,Atlas 2.0T SE,"Orlando, FL (12 mi.)",Universal Hyundai,1,"Orlando, FL",32801,82684,0,0,0,1
15875,2020,Toyota,Camry LE,"Sanford, FL (18 mi.)",Seminole Chevrolet,1,"Orlando, FL",32801,79058,0,0,0,1
21994,2022,Hyundai,SANTA FE SEL 2.4,"Orlando, FL (7 mi.)",Greenway Kia East,1,"Orlando, FL",32801,32113,0,1,0,1
49578,2024,Ford,F-150 XLT,"Sanford, FL (19 mi.)",AutoNation Ford Sanford,1,"Orlando, FL",32801,8285,1,1,0,1
